"id","nome_interno","nome_paciente","modalidade","regiao","contraste","lado","detalhe","convenio","exibir","revisar"
"654","ANGIO TC AORTA ABDOMINAL C/C IONICO | TC - ANGIOTOMOGRAFIA DE AORTA ABDOMINAL C/C NAO IONICO | TC - ANGIOTOMOGRAFIA DE AORTA ABDOMINAL C/C IONICO | ANGIO TC AORTA ABDOMINAL C/C NAO IONICO | TC ANGIOTOMOGRAFIA DE AORTA ABDOMINAL COM CONTRASTE","Angio-TC Aorta","TC","Aorta","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ANGIO TC AORTA ABDOMINAL C/C IONICO; TC - ANGIOTOMOGRAFIA DE AORTA ABDOMINAL C/C NAO IONICO; TC - ANGIOTOMOGRAFIA DE AORTA ABDOMINAL C/C IONICO; ANGIO TC AORTA ABDOMINAL C/C NAO IONICO; TC ANGIOTOMOGRAFIA DE AORTA ABDOMINAL COM CONTRASTE"
"655","TC - ANGIOTOMOGRAFIA DE AORTA ABDOMINAL S/CONTRASTE | ANGIO TC AORTA ABDOMINAL S/ CONTRASTE","Angio-TC Aorta","TC","Aorta","SEM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC - ANGIOTOMOGRAFIA DE AORTA ABDOMINAL S/CONTRASTE; ANGIO TC AORTA ABDOMINAL S/ CONTRASTE"
"656","TC - ANGIOTOMOGRAFIA DE AORTA TORACICA C/C IONICO | TC - ANGIOTOMOGRAFIA DE AORTA TORACICA C/C N IONICO | TC ANGIOTOMOGRAFIA DE AORTA TORÁCICA COM CONTRASTE | ANGIO TC AORTA TORACICA C/C IONICO | ANGIO TC AORTA TORACICA C/C NAO IONICO","Angio-TC Aorta Torácica","TC","Aorta Torácica","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC - ANGIOTOMOGRAFIA DE AORTA TORACICA C/C IONICO; TC - ANGIOTOMOGRAFIA DE AORTA TORACICA C/C N IONICO; TC ANGIOTOMOGRAFIA DE AORTA TORÁCICA COM CONTRASTE; ANGIO TC AORTA TORACICA C/C IONICO; ANGIO TC AORTA TORACICA C/C NAO IONICO"
"657","TC - ANGIOTOMOGRAFIA DE AORTA TORACICA S/CONTRASTE | ANGIO TC AORTA TORACICA S/ CONTRASTE | ANGIO TC AORTA TORACICA (ILIACA) S/ CONTRASTE","Angio-TC Aorta Torácica","TC","Aorta Torácica","SEM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC - ANGIOTOMOGRAFIA DE AORTA TORACICA S/CONTRASTE; ANGIO TC AORTA TORACICA S/ CONTRASTE; ANGIO TC AORTA TORACICA (ILIACA) S/ CONTRASTE"
"658","ANGIO TC ARTERIAL DE PELVE C/C IONICO | ANGIO TC ARTERIAL DE PELVE C/C NAO IONICO | TC ANGIOTOMOGRAFIA ARTERIAL DE PELVE COM CONTRASTE","Angio-TC Bacia / Pelve","TC","Bacia / Pelve","COM","","arterial","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ANGIO TC ARTERIAL DE PELVE C/C IONICO; ANGIO TC ARTERIAL DE PELVE C/C NAO IONICO; TC ANGIOTOMOGRAFIA ARTERIAL DE PELVE COM CONTRASTE"
"659","ANGIO TC ARTERIAL DE PELVE S/ CONTRASTE","Angio-TC Bacia / Pelve","TC","Bacia / Pelve","SEM","","arterial","","SIM",""
"660","ANGIO TC VENOSA DE PELVE S/ CONTRASTE","Angio-TC Bacia / Pelve","TC","Bacia / Pelve","SEM","","venoso","","SIM",""
"661","ANGIOTOMO PELVE","Angio-TC Bacia / Pelve","TC","Bacia / Pelve","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"662","TC - ANGIOTOMOGRAFIA ARTERIAL DA PELVE (UNIMED) S/CONTRASTE","Angio-TC Bacia / Pelve","TC","Bacia / Pelve","SEM","","arterial","UNIMED","SIM",""
"663","TC - ANGIOTOMOGRAFIA ARTERIAL DA PELVE C/C NAO IONICO (UNIMED) | TC - ANGIOTOMOGRAFIA ARTERIAL DA PELVE C/C IONICO (UNIMED)","Angio-TC Bacia / Pelve","TC","Bacia / Pelve","COM","","arterial","UNIMED","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC - ANGIOTOMOGRAFIA ARTERIAL DA PELVE C/C NAO IONICO (UNIMED); TC - ANGIOTOMOGRAFIA ARTERIAL DA PELVE C/C IONICO (UNIMED)"
"664","TC - ANGIOTOMOGRAFIA VENOSA DA PELVE (UNIMED) S/ CONTRASTE","Angio-TC Bacia / Pelve","TC","Bacia / Pelve","SEM","","venoso","UNIMED","SIM",""
"665","TC - ANGIOTOMOGRAFIA VENOSA DA PELVE C/C IONICO (UNIMED) | TC - ANGIOTOMOGRAFIA VENOSA DA PELVE C/C NAO IONICO (UNIMED)","Angio-TC Bacia / Pelve","TC","Bacia / Pelve","COM","","venoso","UNIMED","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC - ANGIOTOMOGRAFIA VENOSA DA PELVE C/C IONICO (UNIMED); TC - ANGIOTOMOGRAFIA VENOSA DA PELVE C/C NAO IONICO (UNIMED)"
"666","TC ANGIOTOMOGRAFIA VENOSA DE PELVE COM CONTRASTE | ANGIO TC VENOSA DE PELVE C/C NAO IONICO | ANGIO TC VENOSA DE PELVE C/C IONICO","Angio-TC Bacia / Pelve","TC","Bacia / Pelve","COM","","venoso","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC ANGIOTOMOGRAFIA VENOSA DE PELVE COM CONTRASTE; ANGIO TC VENOSA DE PELVE C/C NAO IONICO; ANGIO TC VENOSA DE PELVE C/C IONICO"
"667","ANGIO TC ARTERIAL DE MEMBRO SUPERIOR C/C  NAO IONICO | ANGIO TC ARTERIAL DE MEMBRO SUPERIOR C/C IONICO","Angio-TC Braço (Membro Superior)","TC","Braço (Membro Superior)","COM","","arterial","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ANGIO TC ARTERIAL DE MEMBRO SUPERIOR C/C  NAO IONICO; ANGIO TC ARTERIAL DE MEMBRO SUPERIOR C/C IONICO"
"668","ANGIO TC MEMBRO SUPERIOR S/ CONTRASTE | ANGIOTOMO MEMBRO SUPERIOR S/ CONTRASTE","Angio-TC Braço (Membro Superior)","TC","Braço (Membro Superior)","SEM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ANGIO TC MEMBRO SUPERIOR S/ CONTRASTE; ANGIOTOMO MEMBRO SUPERIOR S/ CONTRASTE"
"669","ANGIO TC MEMBROS SUPERIORES C/C IONICO | ANGIO TC MEMBRO SUPERIOR C/ NÃO IONICO","Angio-TC Braço (Membro Superior)","TC","Braço (Membro Superior)","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ANGIO TC MEMBROS SUPERIORES C/C IONICO; ANGIO TC MEMBRO SUPERIOR C/ NÃO IONICO"
"670","ANGIO TC CAROTIDAS E VERTEBRAIS C/C IONICO | ANGIO TC CAROTIDAS E VERTEBRAIS C/C NAO IONICO","Angio-TC Carótidas e Vertebrais","TC","Carótidas e Vertebrais","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ANGIO TC CAROTIDAS E VERTEBRAIS C/C IONICO; ANGIO TC CAROTIDAS E VERTEBRAIS C/C NAO IONICO"
"671","ANGIO TC CARÓTIDAS E VERTEBRAIS S/ CONTRASTE","Angio-TC Carótidas e Vertebrais","TC","Carótidas e Vertebrais","SEM","","","","SIM",""
"672","ANGIO TC CORONARIANA C/C NAO IONICO","Angio-TC Coração","TC","Coração","COM","","","","SIM",""
"673","ANGIO TC CORONARIANA S/ CONTRASTE","Angio-TC Coração","TC","Coração","SEM","","","","SIM",""
"674","ANGIO TC ARTERIAL DE CRANIO C/C IONICO | ANGIO TC ARTERIAL DE CRANIO C/C NAO IONICO | TC ANGIOTOMOGRAFIA ARTERIAL DE CRANIO COM CONTRASTE","Angio-TC Crânio","TC","Crânio","COM","","arterial","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ANGIO TC ARTERIAL DE CRANIO C/C IONICO; ANGIO TC ARTERIAL DE CRANIO C/C NAO IONICO; TC ANGIOTOMOGRAFIA ARTERIAL DE CRANIO COM CONTRASTE"
"675","ANGIO TC ARTERIAL DE CRANIO S/ CONTRASTE","Angio-TC Crânio","TC","Crânio","SEM","","arterial","","SIM",""
"676","ANGIO TC DE VASOS INTRACRANIANOS C/C NAO IONICO | ANGIO TC VASOS INTRACRANIANOS C/C IONICO","Angio-TC Crânio","TC","Crânio","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ANGIO TC DE VASOS INTRACRANIANOS C/C NAO IONICO; ANGIO TC VASOS INTRACRANIANOS C/C IONICO"
"677","ANGIO TC VASOS INTRACRANIANOS S/ CONTRASTE","Angio-TC Crânio","TC","Crânio","SEM","","","","SIM",""
"678","ANGIO TC VENOSA DE CRANIO C/C IONICO | ANGIO TC VENOSA DE CRANIO C/C NAO IONICO | TC ANGIOTOMOGRAFIA VENOSA DE CRANIO COM CONTRASTE","Angio-TC Crânio","TC","Crânio","COM","","venoso","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ANGIO TC VENOSA DE CRANIO C/C IONICO; ANGIO TC VENOSA DE CRANIO C/C NAO IONICO; TC ANGIOTOMOGRAFIA VENOSA DE CRANIO COM CONTRASTE"
"679","ANGIO TC VENOSA DE CRANIO S/ CONTRASTE","Angio-TC Crânio","TC","Crânio","SEM","","venoso","","SIM",""
"680","ANGIOTOMO CRANIO","Angio-TC Crânio","TC","Crânio","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"681","TC - ANGIOTOMOGRAFIA ARTERIAL DE CRANIO (UNIMED) S/CONTRASTE","Angio-TC Crânio","TC","Crânio","SEM","","arterial","UNIMED","SIM",""
"682","TC - ANGIOTOMOGRAFIA ARTERIAL DE CRANIO C/C IONICO (UNIMED) | TC - ANGIOTOMOGRAFIA ARTERIAL DE CRANIO C/C NAO IONICO (UNIMED)","Angio-TC Crânio","TC","Crânio","COM","","arterial","UNIMED","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC - ANGIOTOMOGRAFIA ARTERIAL DE CRANIO C/C IONICO (UNIMED); TC - ANGIOTOMOGRAFIA ARTERIAL DE CRANIO C/C NAO IONICO (UNIMED)"
"683","TC - ANGIOTOMOGRAFIA VENOSA DE CRANIO (UNIMED) S/ CONTRASTE","Angio-TC Crânio","TC","Crânio","SEM","","venoso","UNIMED","SIM",""
"684","TC - ANGIOTOMOGRAFIA VENOSA DE CRANIO C/C IONICO (UNIMED) | TC - ANGIOTOMOGRAFIA VENOSA DE CRANIO C/C NAO IONICO (UNIMED)","Angio-TC Crânio","TC","Crânio","COM","","venoso","UNIMED","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC - ANGIOTOMOGRAFIA VENOSA DE CRANIO C/C IONICO (UNIMED); TC - ANGIOTOMOGRAFIA VENOSA DE CRANIO C/C NAO IONICO (UNIMED)"
"685","ANGIO TC ARTERIAL DE MEMBRO INFERIOR C/C NAO IONICO (POR PERNA) | ANGIO TC ARTERIAL DE MEMBRO INFERIOR C/C IONICO (POR PERNA)","Angio-TC Perna","TC","Perna","COM","UNILATERAL","arterial","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ANGIO TC ARTERIAL DE MEMBRO INFERIOR C/C NAO IONICO (POR PERNA); ANGIO TC ARTERIAL DE MEMBRO INFERIOR C/C IONICO (POR PERNA)"
"686","ANGIO TC ARTERIAL DE MEMBRO INFERIOR S/ CONTRASTE (POR PERNA)","Angio-TC Perna","TC","Perna","SEM","UNILATERAL","arterial","","SIM",""
"687","ANGIO TC ARTERIAL MEMBROS INFERIORES (POR PERNA)","Angio-TC Perna","TC","Perna","NAO_INFORMADO","UNILATERAL","arterial","","SIM","contraste não informado no nome"
"688","ANGIO TC VENOSA DE MEBMBRO INF. S/ CONTRASTE","Angio-TC Perna (Membro Inferior)","TC","Perna (Membro Inferior)","SEM","","venoso","","SIM",""
"689","ANGIO TC VENOSA DE MEMBRO INF. C/C NÃO IONICO","Angio-TC Perna (Membro Inferior)","TC","Perna (Membro Inferior)","COM","","venoso","","SIM",""
"690","ANGIOTOMO MEMBRO INFERIOR S/ CONTRASTE","Angio-TC Perna (Membro Inferior)","TC","Perna (Membro Inferior)","SEM","","","","SIM",""
"691","TC ANGIOTOMOGRAFIA ARTERIAL DE MEMBRO INFERIOR DIREITO","Angio-TC Perna (Membro Inferior)","TC","Perna (Membro Inferior)","NAO_INFORMADO","DIREITO","arterial","","SIM","contraste não informado no nome"
"692","TC ANGIOTOMOGRAFIA ARTERIAL DE MEMBRO INFERIOR ESQUERDO","Angio-TC Perna (Membro Inferior)","TC","Perna (Membro Inferior)","NAO_INFORMADO","ESQUERDO","arterial","","SIM","contraste não informado no nome"
"693","TC ANGIOTOMOGRAFIA VENOSA DE MEMBRO INFERIOR DIREITO","Angio-TC Perna (Membro Inferior)","TC","Perna (Membro Inferior)","NAO_INFORMADO","DIREITO","venoso","","SIM","contraste não informado no nome"
"694","TC ANGIOTOMOGRAFIA VENOSA DE MEMBRO INFERIOR ESQUERDO","Angio-TC Perna (Membro Inferior)","TC","Perna (Membro Inferior)","NAO_INFORMADO","ESQUERDO","venoso","","SIM","contraste não informado no nome"
"695","ANGIO TC ARTERIAL DE PESCOÇO S/ CONTRASTE","Angio-TC Pescoço","TC","Pescoço","SEM","","arterial","","SIM",""
"696","ANGIO TC VENOSA DE PESCOÇO C/C NAO IONICO | TC ANGIOTOMOGRAFIA VENOSA DE PESCOÇO COM CONTRASTE | ANGIO TC VENOSA DE PESCOÇO C/C IONICO","Angio-TC Pescoço","TC","Pescoço","COM","","venoso","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ANGIO TC VENOSA DE PESCOÇO C/C NAO IONICO; TC ANGIOTOMOGRAFIA VENOSA DE PESCOÇO COM CONTRASTE; ANGIO TC VENOSA DE PESCOÇO C/C IONICO"
"697","ANGIO TC VENOSA DE PESCOÇO S/ CONTRASTE","Angio-TC Pescoço","TC","Pescoço","SEM","","venoso","","SIM",""
"698","ANGIOTOMO PESCOCO","Angio-TC Pescoço","TC","Pescoço","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"699","TC - ANGIOTOMOGRAFIA ARTERIAL DE PESCOÇO (UNIMED) S/CONTRASTE","Angio-TC Pescoço","TC","Pescoço","SEM","","arterial","UNIMED","SIM",""
"700","TC - ANGIOTOMOGRAFIA ARTERIAL DE PESCOÇO C/C IONICO (UNIMED) | TC - ANGIOTOMOGRAFIA ARTERIAL DE PESCOÇO C/C NAO IONICO (UNIMED)","Angio-TC Pescoço","TC","Pescoço","COM","","arterial","UNIMED","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC - ANGIOTOMOGRAFIA ARTERIAL DE PESCOÇO C/C IONICO (UNIMED); TC - ANGIOTOMOGRAFIA ARTERIAL DE PESCOÇO C/C NAO IONICO (UNIMED)"
"701","TC - ANGIOTOMOGRAFIA VENOSA DE PESCOÇO (UNIMED) S/ CONTRASTE","Angio-TC Pescoço","TC","Pescoço","SEM","","venoso","UNIMED","SIM",""
"702","TC - ANGIOTOMOGRAFIA VENOSA DE PESCOÇO C/C NAO IONICO (UNIMED) | TC - ANGIOTOMOGRAFIA VENOSA  DE PESCOÇO C/C IONICO (UNIMED)","Angio-TC Pescoço","TC","Pescoço","COM","","venoso","UNIMED","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC - ANGIOTOMOGRAFIA VENOSA DE PESCOÇO C/C NAO IONICO (UNIMED); TC - ANGIOTOMOGRAFIA VENOSA  DE PESCOÇO C/C IONICO (UNIMED)"
"703","TC ANGIOTOMOGRAFIA ARTERIAL DE PESCOÇO COM CONTRASTE | ANGIO TC ARTERIAL DE PESCOÇO C/C IONICO | ANGIO TC ARTERIAL DE PESCOÇO C/C NAO IONICO","Angio-TC Pescoço","TC","Pescoço","COM","","arterial","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC ANGIOTOMOGRAFIA ARTERIAL DE PESCOÇO COM CONTRASTE; ANGIO TC ARTERIAL DE PESCOÇO C/C IONICO; ANGIO TC ARTERIAL DE PESCOÇO C/C NAO IONICO"
"704","ANGIO TC ARTERIAL PULMONAR C/C NAO IONICO | ANGIO TC ARTERIAL PULMONAR C/C IONICO | TC ANGIOTOMOGRAFIA ARTERIAL PULMONAR COM CONTRASTE","Angio-TC Pulmão (Vasos)","TC","Pulmão (Vasos)","COM","","arterial","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ANGIO TC ARTERIAL PULMONAR C/C NAO IONICO; ANGIO TC ARTERIAL PULMONAR C/C IONICO; TC ANGIOTOMOGRAFIA ARTERIAL PULMONAR COM CONTRASTE"
"705","ANGIO TC ARTERIAL PULMONAR S/ CONTRASTE","Angio-TC Pulmão (Vasos)","TC","Pulmão (Vasos)","SEM","","arterial","","SIM",""
"706","ANGIO TC VENOSA PULMONAR C/C IONICO | TC ANGIOTOMOGRAFIA VENOSA PULMONAR COM CONTRASTE | ANGIO TC VENOSA PULMONAR C/C NAO IONICO","Angio-TC Pulmão (Vasos)","TC","Pulmão (Vasos)","COM","","venoso","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ANGIO TC VENOSA PULMONAR C/C IONICO; TC ANGIOTOMOGRAFIA VENOSA PULMONAR COM CONTRASTE; ANGIO TC VENOSA PULMONAR C/C NAO IONICO"
"707","ANGIO TC VENOSA PULMONAR S/ CONTRASTE","Angio-TC Pulmão (Vasos)","TC","Pulmão (Vasos)","SEM","","venoso","","SIM",""
"708","TC - ANGIOTOMOGRAFIA ARTERIAL PULMONAR (UNIMED) S/CONTRASTE","Angio-TC Pulmão (Vasos)","TC","Pulmão (Vasos)","SEM","","arterial","UNIMED","SIM",""
"709","TC - ANGIOTOMOGRAFIA ARTERIAL PULMONAR C/C NAO IONICO (UNIMED) | TC - ANGIOTOMOGRAFIA ARTERIAL PULMONAR C/C IONICO (UNIMED)","Angio-TC Pulmão (Vasos)","TC","Pulmão (Vasos)","COM","","arterial","UNIMED","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC - ANGIOTOMOGRAFIA ARTERIAL PULMONAR C/C NAO IONICO (UNIMED); TC - ANGIOTOMOGRAFIA ARTERIAL PULMONAR C/C IONICO (UNIMED)"
"710","TC - ANGIOTOMOGRAFIA VENOSA PULMONAR (UNIMED) S/ CONTRASTE","Angio-TC Pulmão (Vasos)","TC","Pulmão (Vasos)","SEM","","venoso","UNIMED","SIM",""
"711","TC - ANGIOTOMOGRAFIA VENOSA PULMONAR C/C IONICO (UNIMED) | TC - ANGIOTOMOGRAFIA VENOSA PULMONAR C/C NAO IONICO (UNIMED)","Angio-TC Pulmão (Vasos)","TC","Pulmão (Vasos)","COM","","venoso","UNIMED","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC - ANGIOTOMOGRAFIA VENOSA PULMONAR C/C IONICO (UNIMED); TC - ANGIOTOMOGRAFIA VENOSA PULMONAR C/C NAO IONICO (UNIMED)"
"712","TC - ANGIOTOMOGRAFIA C/C NÃO IONICO | TC - ANGIOTOMOGRAFIA C/C IONICO | TC ANGIOGRAFIA C/C IONICO | TC ANGIOGRAFIA C/C NÃO IONICO","Angio-TC Qualquer Segmento","TC","Qualquer Segmento","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC - ANGIOTOMOGRAFIA C/C NÃO IONICO; TC - ANGIOTOMOGRAFIA C/C IONICO; TC ANGIOGRAFIA C/C IONICO; TC ANGIOGRAFIA C/C NÃO IONICO"
"713","TC ANGIOGRAFIA S/ CONTRASTE | TC - ANGIOTOMOGRAFIA S/ CONTRASTE | ANGIOTOMO SEM CONTRASTE","Angio-TC Qualquer Segmento","TC","Qualquer Segmento","SEM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC ANGIOGRAFIA S/ CONTRASTE; TC - ANGIOTOMOGRAFIA S/ CONTRASTE; ANGIOTOMO SEM CONTRASTE"
"714","ANGIO TC ARTERIAL TORAX S/ CONTRASTE | TC ANGIO ARTERIAL DE TORAX S/ CONTRASTE","Angio-TC Tórax","TC","Tórax","SEM","","arterial","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ANGIO TC ARTERIAL TORAX S/ CONTRASTE; TC ANGIO ARTERIAL DE TORAX S/ CONTRASTE"
"715","ANGIOTOMO TORAX S/ CONTRASTE","Angio-TC Tórax","TC","Tórax","SEM","","","","SIM",""
"716","TC - ANGIOTOMOGRAFIA ARTERIAL DE TORAX (UNIMED) S/CONTRASTE","Angio-TC Tórax","TC","Tórax","SEM","","arterial","UNIMED","SIM",""
"717","TC - ANGIOTOMOGRAFIA ARTERIAL DE TORAX C/C NAO IONICO (UNIMED) | TC - ANGIOTOMOGRAFIA ARTERIAL DE TORAX C/C IONICO (UNIMED)","Angio-TC Tórax","TC","Tórax","COM","","arterial","UNIMED","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC - ANGIOTOMOGRAFIA ARTERIAL DE TORAX C/C NAO IONICO (UNIMED); TC - ANGIOTOMOGRAFIA ARTERIAL DE TORAX C/C IONICO (UNIMED)"
"718","TC - ANGIOTOMOGRAFIA VENOSA DE TORAX (UNIMED) S/ CONTRASTE","Angio-TC Tórax","TC","Tórax","SEM","","venoso","UNIMED","SIM",""
"719","TC - ANGIOTOMOGRAFIA VENOSA DE TORAX C/C IONICO (UNIMED) | TC - ANGIOTOMOGRAFIA VENOSA DE TORAX C/C NAO IONICO (UNIMED)","Angio-TC Tórax","TC","Tórax","COM","","venoso","UNIMED","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC - ANGIOTOMOGRAFIA VENOSA DE TORAX C/C IONICO (UNIMED); TC - ANGIOTOMOGRAFIA VENOSA DE TORAX C/C NAO IONICO (UNIMED)"
"720","TC ANGIO ARTERIAL DE TORAX C/C NAO IONICO | TC ANGIO ARTERIAL DE TORAX C/C IONICO | ANGIO TC ARTERIAL TORAX C/C NÃO IONICO | TC ANGIOTOMOGRAFIA ARTERIAL DE TORAX COM CONTRASTE","Angio-TC Tórax","TC","Tórax","COM","","arterial","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC ANGIO ARTERIAL DE TORAX C/C NAO IONICO; TC ANGIO ARTERIAL DE TORAX C/C IONICO; ANGIO TC ARTERIAL TORAX C/C NÃO IONICO; TC ANGIOTOMOGRAFIA ARTERIAL DE TORAX COM CONTRASTE"
"721","TC ANGIO VENOSA DE TORAX C/C NAO IONICO | TC ANGIO VENOSA DE TORAX C/C IONICO | TC ANGIOTOMOGRAFIA VENOSA DE TÓRAX COM CONTRASTE | TC - ANGIOTOMOGRAFIA VENOSA DE TORAX C/C NAO IONICO","Angio-TC Tórax","TC","Tórax","COM","","venoso","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC ANGIO VENOSA DE TORAX C/C NAO IONICO; TC ANGIO VENOSA DE TORAX C/C IONICO; TC ANGIOTOMOGRAFIA VENOSA DE TÓRAX COM CONTRASTE; TC - ANGIOTOMOGRAFIA VENOSA DE TORAX C/C NAO IONICO"
"722","TC ANGIO VENOSA DE TORAX S/ CONTRASTE","Angio-TC Tórax","TC","Tórax","SEM","","venoso","","SIM",""
"723","TC ATM (BILATERAL) (ARTICULACAO TEMPOROMANDIBULAR)","TC ATM (Mandíbula)","TC","ATM (Mandíbula)","NAO_INFORMADO","BILATERAL","","","SIM","contraste não informado no nome"
"724","TC ATM COM CONTRASTE (BILATERAL) (ARTICULACAO TEMPOROMANDIBULAR)","TC ATM (Mandíbula)","TC","ATM (Mandíbula)","COM","BILATERAL","","","SIM",""
"725","TC ATM S/ CONTRASTE | TC FACE SEIOS FACE ATM S CONTRASTE","TC ATM (Mandíbula)","TC","ATM (Mandíbula)","SEM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC ATM S/ CONTRASTE; TC FACE SEIOS FACE ATM S CONTRASTE"
"726","TC FACE SEIOS FACE ATM CC NAO IONICO | TC FACE SEIOS FACE ATM CC IONICO | TC ATM C/C IONICO | TC ATM C/C NAO IONICO","TC ATM (Mandíbula)","TC","ATM (Mandíbula)","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC FACE SEIOS FACE ATM CC NAO IONICO; TC FACE SEIOS FACE ATM CC IONICO; TC ATM C/C IONICO; TC ATM C/C NAO IONICO"
"727","TC ABDOMEN SUPERIOR","TC Abdome Superior","TC","Abdome Superior","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"728","TC ABDOMEN SUPERIOR COM CONTRASTE | TC ABDOMEN SUPERIOR C/C NAO IONICO | TC ABDOMEN SUPERIOR C/C IONICO","TC Abdome Superior","TC","Abdome Superior","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC ABDOMEN SUPERIOR COM CONTRASTE; TC ABDOMEN SUPERIOR C/C NAO IONICO; TC ABDOMEN SUPERIOR C/C IONICO"
"729","TC ABDOMEN SUPERIOR S/ CONTRASTE","TC Abdome Superior","TC","Abdome Superior","SEM","","","","SIM",""
"730","TC ABDOME TOTAL (ABDOME SUPERIOR,PELVE E RETROPERITONIO)","TC Abdome Total","TC","Abdome Total","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"731","TC ABDOMEN TOTAL CC NAO IONICO | TC ABDOME TOTAL COM CONTRASTE (ABD SUP., PELVE E RETRO) | TC ABDOMEN TOTAL C/C IONICO","TC Abdome Total","TC","Abdome Total","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC ABDOMEN TOTAL CC NAO IONICO; TC ABDOME TOTAL COM CONTRASTE (ABD SUP., PELVE E RETRO); TC ABDOMEN TOTAL C/C IONICO"
"732","TC ABDOMEN TOTAL S/ CONTRASTE","TC Abdome Total","TC","Abdome Total","SEM","","","","SIM",""
"733","TC ANTEBRAÇO DIREITO (SEG. APENDICULAR)","TC Antebraço","TC","Antebraço","NAO_INFORMADO","DIREITO","","","SIM","contraste não informado no nome"
"734","TC ANTEBRAÇO DIREITO COM CONTRASTE (SEG. APENDICULAR)","TC Antebraço","TC","Antebraço","COM","DIREITO","","","SIM",""
"735","TC ANTEBRAÇO ESQUERDO (SEG. APENDICULAR)","TC Antebraço","TC","Antebraço","NAO_INFORMADO","ESQUERDO","","","SIM","contraste não informado no nome"
"736","TC ANTEBRAÇO ESQUERDO COM CONTRASTE (SEG. APENDICULAR)","TC Antebraço","TC","Antebraço","COM","ESQUERDO","","","SIM",""
"737","TC ARTICULACOES C/C IONICO | TC ARTICULACOES C/C NAO IONICO","TC Articulação","TC","Articulação","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC ARTICULACOES C/C IONICO; TC ARTICULACOES C/C NAO IONICO"
"738","TC ARTICULACOES S/ CONTRASTE","TC Articulação","TC","Articulação","SEM","","","","SIM",""
